Year	Sex	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1976	female	110	0.66185	1	1.51	7	7	11	11	1.51
1977	female	0	0.01265	0.01251	0.09	100000	1251	98860	7708285	77.08
1977	female	1	0.0006	0.00238	1.61	98749	235	394436	7609426	77.06
1977	female	5	0.00027	0.00133	2.36	98514	131	492225	7214989	73.24
1977	female	10	0.00025	0.00125	2.66	98383	123	491628	6722764	68.33
1977	female	15	0.00055	0.00277	2.69	98260	272	490673	6231136	63.41
1977	female	20	0.00064	0.0032	2.51	97988	313	489160	5740463	58.58
1977	female	25	0.00069	0.00345	2.58	97675	337	487559	5251303	53.76
1977	female	30	0.0009	0.00448	2.63	97338	436	485656	4763745	48.94
1977	female	35	0.00135	0.00675	2.66	96902	654	482977	4278089	44.15
1977	female	40	0.00222	0.01103	2.69	96248	1061	478791	3795111	39.43
1977	female	45	0.00344	0.01704	2.66	95186	1622	472141	3316320	34.84
1977	female	50	0.00525	0.02595	2.62	93564	2428	462036	2844180	30.4
1977	female	55	0.00772	0.03789	2.64	91136	3453	447518	2382143	26.14
1977	female	60	0.01178	0.05729	2.61	87683	5024	426403	1934625	22.06
1977	female	65	0.01688	0.08113	2.63	82659	6706	397378	1508223	18.25
1977	female	70	0.02768	0.12989	2.63	75953	9866	356375	1110844	14.63
1977	female	75	0.04327	0.19587	2.58	66088	12944	299149	754469	11.42
1977	female	80	0.07315	0.31059	2.57	53143	16506	225633	455320	8.57
1977	female	85	0.12004	0.45972	2.45	36637	16843	140311	229687	6.27
1977	female	90	0.19069	0.62796	2.28	19794	12430	65183	89376	4.52
1977	female	95	0.28283	0.77454	2.08	7364	5704	20168	24193	3.29
1977	female	100	0.40023	0.88208	1.83	1660	1465	3659	4025	2.42
1977	female	105	0.53047	0.94294	1.58	196	185	348	366	1.87
1977	female	110	0.6372	1	1.57	11	11	18	18	1.57
1978	female	0	0.01217	0.01203	0.09	100000	1203	98901	7723306	77.23
1978	female	1	0.00059	0.00234	1.57	98797	231	394625	7624405	77.17
1978	female	5	0.00027	0.00137	2.31	98566	135	492466	7229780	73.35
1978	female	10	0.00024	0.0012	2.68	98431	118	491881	6737313	68.45
1978	female	15	0.00054	0.00271	2.69	98313	266	490950	6245433	63.53
1978	female	20	0.00065	0.00325	2.52	98046	319	489441	5754482	58.69
1978	female	25	0.0007	0.00351	2.57	97727	343	487804	5265042	53.87
1978	female	30	0.00086	0.00432	2.64	97384	420	485932	4777238	49.06
1978	female	35	0.0013	0.00649	2.67	96964	629	483356	4291306	44.26
1978	female	40	0.00215	0.01071	2.7	96335	1032	479304	3807950	39.53
1978	female	45	0.0034	0.01684	2.63	95303	1605	472713	3328645	34.93
1978	female	50	0.00517	0.02556	2.63	93698	2395	462823	2855933	30.48
1978	female	55	0.00758	0.03722	2.64	91303	3398	448501	2393110	26.21
1978	female	60	0.01168	0.05683	2.61	87905	4995	427600	1944609	22.12
1978	female	65	0.01677	0.0806	2.61	82910	6683	398555	1517009	18.3
1978	female	70	0.02726	0.128	2.62	76227	9757	357949	1118454	14.67
1978	female	75	0.04268	0.19324	2.56	66470	12845	300981	760504	11.44
1978	female	80	0.07272	0.30891	2.57	53626	16565	227811	459524	8.57
1978	female	85	0.12004	0.45952	2.45	37060	17030	141864	231713	6.25
1978	female	90	0.19213	0.63124	2.28	20030	12644	65810	89849	4.49
1978	female	95	0.2858	0.77839	2.08	7386	5750	20117	24039	3.25
1978	female	100	0.40528	0.88552	1.82	1637	1450	3577	3922	2.4
1978	female	105	0.53735	0.9452	1.57	187	177	330	346	1.84
1978	female	110	0.64519	1	1.55	10	10	16	16	1.55
1979	female	0	0.01172	0.0116	0.09	100000	1160	98940	7766174	77.66
1979	female	1	0.00057	0.00227	1.62	98840	224	394830	7667234	77.57
1979	female	5	0.00026	0.00128	2.31	98616	126	492744	7272404	73.74
1979	female	10	0.00023	0.00115	2.74	98491	114	492196	6779660	68.84
1979	female	15	0.00053	0.00263	2.72	98377	259	491294	6287464	63.91
1979	female	20	0.00062	0.00312	2.52	98118	306	489834	5796170	59.07
1979	female	25	0.00068	0.00337	2.53	97812	330	488247	5306336	54.25
1979	female	30	0.00084	0.00417	2.64	97482	407	486454	4818089	49.43
1979	female	35	0.00128	0.0064	2.66	97076	621	483929	4331635	44.62
1979	female	40	0.00203	0.01009	2.73	96455	973	480067	3847706	39.89
1979	female	45	0.00318	0.01581	2.66	95482	1509	473880	3367639	35.27
1979	female	50	0.005	0.02472	2.66	93972	2323	464417	2893759	30.79
1979	female	55	0.00735	0.03614	2.64	91649	3312	450414	2429342	26.51
1979	female	60	0.01128	0.05494	2.63	88337	4854	430182	1978928	22.4
1979	female	65	0.01648	0.07929	2.61	83483	6619	401622	1548747	18.55
1979	female	70	0.02626	0.12359	2.62	76864	9500	361758	1147125	14.92
1979	female	75	0.04138	0.18817	2.59	67365	12676	306310	785367	11.66
1979	female	80	0.07055	0.30127	2.58	54689	16476	233537	479057	8.76
1979	female	85	0.11608	0.44792	2.45	38213	17116	147456	245521	6.43
1979	female	90	0.18344	0.61407	2.31	21096	12955	70621	98065	4.65
1979	female	95	0.27433	0.76376	2.1	8142	6218	22667	27444	3.37
1979	female	100	0.38973	0.87495	1.85	1923	1683	4318	4777	2.48
1979	female	105	0.51902	0.93914	1.6	241	226	435	459	1.91
1979	female	110	0.62566	1	1.6	15	15	23	23	1.6
1980	female	0	0.01139	0.01127	0.08	100000	1127	98969	7747879	77.48
1980	female	1	0.00054	0.00215	1.57	98873	213	394976	7648910	77.36
1980	female	5	0.00026	0.0013	2.35	98660	128	492963	7253933	73.52
1980	female	10	0.00023	0.00114	2.67	98532	112	492401	6760971	68.62
1980	female	15	0.00053	0.00265	2.71	98420	261	491504	6268570	63.69
1980	female	20	0.00062	0.00308	2.52	98159	303	490044	5777066	58.85
1980	female	25	0.00068	0.00338	2.54	97856	331	488467	5287022	54.03
1980	female	30	0.00084	0.00418	2.6	97525	407	486646	4798555	49.2
1980	female	35	0.00124	0.0062	2.67	97118	602	484187	4311909	44.4
1980	female	40	0.00201	0.00999	2.69	96516	964	480347	3827721	39.66
1980	female	45	0.00321	0.01593	2.66	95551	1523	474197	3347374	35.03
1980	female	50	0.00499	0.02466	2.65	94029	2319	464705	2873177	30.56
1980	female	55	0.0075	0.03684	2.64	91710	3379	450563	2408473	26.26
1980	female	60	0.01143	0.05564	2.63	88331	4914	429989	1957910	22.17
1980	female	65	0.01714	0.08232	2.61	83417	6867	400670	1527921	18.32
1980	female	70	0.02675	0.12573	2.62	76551	9625	359865	1127250	14.73
1980	female	75	0.04238	0.19237	2.6	66926	12874	303753	767386	11.47
1980	female	80	0.07268	0.30853	2.55	54051	16677	229463	463632	8.58
1980	female	85	0.11935	0.45743	2.45	37375	17097	143243	234170	6.27
1980	female	90	0.19231	0.63143	2.28	20278	12804	66583	90927	4.48
1980	female	95	0.28554	0.77806	2.08	7474	5815	20366	24344	3.26
1980	female	100	0.40496	0.88531	1.82	1659	1469	3626	3977	2.4
1980	female	105	0.537	0.94509	1.57	190	180	335	351	1.85
1980	female	110	0.64484	1	1.55	10	10	16	16	1.55
1981	female	0	0.01071	0.0106	0.08	100000	1060	99028	7780346	77.8
1981	female	1	0.00053	0.00211	1.58	98940	208	395254	7681319	77.64
1981	female	5	0.00024	0.00118	2.3	98731	117	493342	7286065	73.8
1981	female	10	0.00022	0.00111	2.73	98615	109	492827	6792722	68.88
1981	female	15	0.00049	0.00246	2.76	98506	243	491986	6299895	63.95
1981	female	20	0.00059	0.00296	2.56	98263	291	490607	5807909	59.11
1981	female	25	0.00067	0.00334	2.56	97972	328	489064	5317302	54.27
1981	female	30	0.00083	0.00413	2.62	97645	403	487263	4828238	49.45
1981	female	35	0.0012	0.00599	2.69	97241	583	484859	4340976	44.64
1981	female	40	0.00192	0.00956	2.68	96658	924	481148	3856116	39.89
1981	female	45	0.00315	0.01564	2.68	95735	1498	475198	3374969	35.25
1981	female	50	0.0049	0.02424	2.65	94237	2284	465818	2899771	30.77
1981	female	55	0.00748	0.03673	2.63	91953	3377	451756	2433952	26.47
1981	female	60	0.01128	0.05494	2.62	88575	4866	431308	1982197	22.38
1981	female	65	0.01694	0.0814	2.62	83709	6814	402296	1550889	18.53
1981	female	70	0.02608	0.1228	2.62	76895	9443	362018	1148593	14.94
1981	female	75	0.04073	0.18542	2.58	67452	12507	307048	786575	11.66
1981	female	80	0.07068	0.30121	2.55	54946	16550	234148	479527	8.73
1981	female	85	0.1166	0.44956	2.45	38396	17261	148038	245379	6.39
1981	female	90	0.18574	0.6183	2.3	21134	13067	70352	97340	4.61
1981	female	95	0.27674	0.76693	2.09	8067	6187	22356	26988	3.35
1981	female	100	0.39318	0.87739	1.84	1880	1650	4196	4632	2.46
1981	female	105	0.52326	0.94061	1.6	231	217	414	436	1.89
1981	female	110	0.63033	1	1.59	14	14	22	22	1.59
1982	female	0	0.01032	0.01022	0.08	100000	1022	99062	7808341	78.08
1982	female	1	0.00052	0.00207	1.59	98978	205	395418	7709279	77.89
1982	female	5	0.00023	0.00117	2.33	98773	116	493557	7313861	74.05
1982	female	10	0.00021	0.00106	2.7	98657	104	493047	6820304	69.13
1982	female	15	0.00046	0.00228	2.75	98553	225	492260	6327258	64.2
1982	female	20	0.00056	0.00281	2.52	98328	276	490957	5834997	59.34
1982	female	25	0.00063	0.00315	2.56	98052	309	489505	5344040	54.5
1982	female	30	0.00078	0.0039	2.63	97743	381	487812	4854535	49.67
1982	female	35	0.00115	0.00574	2.67	97362	559	485509	4366723	44.85
1982	female	40	0.00184	0.00917	2.67	96803	888	481946	3881214	40.09
1982	female	45	0.00302	0.01499	2.71	95915	1437	476286	3399268	35.44
1982	female	50	0.00473	0.02338	2.65	94478	2209	467190	2922982	30.94
1982	female	55	0.00732	0.036	2.66	92268	3322	453564	2455792	26.62
1982	female	60	0.01124	0.05475	2.65	88947	4870	433299	2002228	22.51
1982	female	65	0.01675	0.08055	2.63	84077	6773	404320	1568930	18.66
1982	female	70	0.02586	0.12182	2.62	77304	9417	364151	1164609	15.07
1982	female	75	0.04072	0.18552	2.61	67887	12594	309319	800458	11.79
1982	female	80	0.06929	0.29648	2.57	55293	16393	236607	491139	8.88
1982	female	85	0.1133	0.44013	2.47	38899	17121	151113	254532	6.54
1982	female	90	0.1783	0.60353	2.32	21778	13144	73717	103420	4.75
1982	female	95	0.26784	0.75512	2.11	8635	6520	24343	29703	3.44
1982	female	100	0.38107	0.86869	1.87	2114	1837	4820	5360	2.53
1982	female	105	0.50888	0.93552	1.62	278	260	510	540	1.94
1982	female	110	0.61485	1	1.63	18	18	29	29	1.63
1983	female	0	0.00996	0.00987	0.08	100000	987	99093	7809045	78.09
1983	female	1	0.00048	0.00193	1.57	99013	191	395589	7709952	77.87
1983	female	5	0.00022	0.0011	2.29	98822	108	493817	7314363	74.02
1983	female	10	0.0002	0.00101	2.72	98714	99	493342	6820546	69.09
1983	female	15	0.00045	0.00226	2.77	98614	223	492574	6327204	64.16
1983	female	20	0.00055	0.00273	2.52	98392	269	491292	5834629	59.3
1983	female	25	0.00062	0.00312	2.58	98123	306	489875	5343337	54.46
1983	female	30	0.00077	0.00382	2.65	97817	374	488205	4853462	49.62
1983	female	35	0.00111	0.00555	2.67	97443	541	485956	4365258	44.8
1983	female	40	0.00181	0.00899	2.68	96902	872	482492	3879302	40.03
1983	female	45	0.00293	0.01455	2.69	96031	1398	476923	3396810	35.37
1983	female	50	0.00477	0.0236	2.65	94633	2233	467920	2919887	30.85
1983	female	55	0.00738	0.03627	2.67	92400	3351	454180	2451968	26.54
1983	female	60	0.01132	0.05515	2.65	89049	4911	433704	1997787	22.43
1983	female	65	0.01679	0.08074	2.64	84138	6793	404634	1564083	18.59
1983	female	70	0.02611	0.12292	2.63	77345	9507	364151	1159450	14.99
1983	female	75	0.04082	0.18594	2.61	67838	12614	309024	795298	11.72
1983	female	80	0.06946	0.29731	2.58	55224	16419	236386	486275	8.81
1983	female	85	0.11492	0.44489	2.46	38805	17264	150227	249888	6.44
1983	female	90	0.18412	0.61597	2.31	21541	13269	72068	99661	4.63
1983	female	95	0.27745	0.7681	2.09	8272	6354	22901	27594	3.34
1983	female	100	0.39612	0.87962	1.84	1918	1687	4260	4692	2.45
1983	female	105	0.52855	0.94249	1.59	231	218	412	433	1.87
1983	female	110	0.63729	1	1.57	13	13	21	21	1.57
1984	female	0	0.00975	0.00967	0.08	100000	967	99111	7817958	78.18
1984	female	1	0.00047	0.00188	1.58	99033	186	395684	7718847	77.94
1984	female	5	0.00021	0.00104	2.42	98848	103	493973	7323163	74.09
1984	female	10	0.00021	0.00107	2.69	98745	105	493481	6829190	69.16
1984	female	15	0.00046	0.00229	2.71	98640	226	492681	6335709	64.23
1984	female	20	0.00055	0.00275	2.54	98414	270	491404	5843028	59.37
1984	female	25	0.00061	0.00303	2.58	98144	297	490000	5351624	54.53
1984	female	30	0.00078	0.0039	2.63	97846	382	488325	4861624	49.69
1984	female	35	0.00113	0.00562	2.67	97464	548	486045	4373299	44.87
1984	female	40	0.00181	0.00899	2.7	96917	871	482578	3887254	40.11
1984	female	45	0.0029	0.01439	2.68	96045	1382	477025	3404676	35.45
1984	female	50	0.00465	0.02298	2.67	94663	2175	468244	2927650	30.93
1984	female	55	0.00731	0.03594	2.68	92488	3324	454741	2459407	26.59
1984	female	60	0.01124	0.05476	2.65	89164	4883	434366	2004666	22.48
1984	female	65	0.01679	0.08077	2.64	84281	6807	405314	1570300	18.63
1984	female	70	0.02604	0.12261	2.62	77474	9499	364736	1164986	15.04
1984	female	75	0.0407	0.18546	2.61	67975	12607	309721	800250	11.77
1984	female	80	0.06853	0.29409	2.59	55368	16283	237592	490529	8.86
1984	female	85	0.1141	0.44249	2.46	39085	17295	151575	252937	6.47
1984	female	90	0.18246	0.61215	2.31	21790	13339	73109	101362	4.65
1984	female	95	0.27663	0.76715	2.1	8451	6483	23438	28254	3.34
1984	female	100	0.39587	0.87953	1.84	1968	1731	4372	4816	2.45
1984	female	105	0.52905	0.9427	1.59	237	223	422	444	1.87
1984	female	110	0.63841	1	1.57	14	14	21	21	1.57
1985	female	0	0.00954	0.00946	0.08	100000	946	99130	7818486	78.18
1985	female	1	0.00045	0.00179	1.56	99054	178	395784	7719356	77.93
1985	female	5	0.00021	0.00106	2.3	98877	105	494100	7323571	74.07
1985	female	10	0.0002	0.00102	2.76	98772	101	493633	6829471	69.14
1985	female	15	0.00046	0.0023	2.72	98671	227	492835	6335839	64.21
1985	female	20	0.00053	0.00263	2.55	98444	259	491585	5843003	59.35
1985	female	25	0.0006	0.00301	2.57	98185	295	490208	5351418	54.5
1985	female	30	0.00079	0.00396	2.63	97890	388	488530	4861210	49.66
1985	female	35	0.00111	0.00553	2.64	97502	539	486237	4372680	44.85
1985	female	40	0.00175	0.0087	2.68	96963	843	482856	3886442	40.08
1985	female	45	0.00289	0.01435	2.71	96120	1380	477434	3403586	35.41
1985	female	50	0.00466	0.02305	2.67	94740	2184	468611	2926152	30.89
1985	female	55	0.00726	0.03572	2.67	92556	3306	455082	2457541	26.55
1985	female	60	0.01128	0.05491	2.63	89251	4901	434660	2002459	22.44
1985	female	65	0.01676	0.0806	2.62	84350	6799	405545	1567799	18.59
1985	female	70	0.02604	0.12259	2.62	77551	9507	365137	1162254	14.99
1985	female	75	0.04083	0.18595	2.6	68044	12653	309868	797117	11.71
1985	female	80	0.0688	0.29496	2.58	55391	16338	237464	487249	8.8
1985	female	85	0.11557	0.44668	2.46	39053	17444	150946	249784	6.4
1985	female	90	0.18661	0.62157	2.31	21609	13431	71973	98838	4.57
1985	female	95	0.28226	0.77445	2.09	8177	6333	22436	26864	3.29
1985	female	100	0.40422	0.88519	1.83	1844	1633	4039	4428	2.4
1985	female	105	0.5395	0.94606	1.57	212	200	371	389	1.84
1985	female	110	0.64991	1	1.54	11	11	18	18	1.54
1986	female	0	0.00924	0.00916	0.08	100000	916	99156	7827602	78.28
1986	female	1	0.00046	0.00185	1.58	99084	183	395893	7728446	78
1986	female	5	0.0002	0.00098	2.37	98901	97	494249	7332553	74.14
1986	female	10	0.0002	0.00101	2.72	98804	100	493791	6838304	69.21
1986	female	15	0.00048	0.00241	2.69	98704	238	492968	6344514	64.28
1986	female	20	0.00055	0.00275	2.54	98465	271	491659	5851546	59.43
1986	female	25	0.00063	0.00315	2.56	98194	309	490218	5359887	54.58
1986	female	30	0.00082	0.00408	2.64	97885	400	488479	4869669	49.75
1986	female	35	0.00113	0.00562	2.65	97485	548	486138	4381190	44.94
1986	female	40	0.00175	0.00873	2.7	96937	847	482737	3895052	40.18
1986	female	45	0.00282	0.01402	2.68	96090	1347	477321	3412315	35.51
1986	female	50	0.00462	0.02283	2.68	94743	2163	468690	2934994	30.98
1986	female	55	0.00703	0.03459	2.68	92580	3202	455462	2466304	26.64
1986	female	60	0.01125	0.05479	2.63	89378	4897	435260	2010842	22.5
1986	female	65	0.01676	0.08056	2.61	84481	6806	406162	1575582	18.65
1986	female	70	0.02607	0.12271	2.62	77675	9531	365671	1169420	15.06
1986	female	75	0.04041	0.18418	2.6	68144	12551	310616	803749	11.79
1986	female	80	0.06767	0.29048	2.57	55593	16149	238657	493133	8.87
1986	female	85	0.11397	0.44192	2.46	39444	17431	152946	254477	6.45
1986	female	90	0.18438	0.6163	2.31	22013	13566	73578	101530	4.61
1986	female	95	0.27977	0.77137	2.09	8446	6515	23288	27952	3.31
1986	female	100	0.40151	0.88347	1.83	1931	1706	4249	4664	2.42
1986	female	105	0.53694	0.9453	1.57	225	213	396	415	1.85
1986	female	110	0.64766	1	1.54	12	12	19	19	1.54
1987	female	0	0.00917	0.00909	0.08	100000	909	99162	7836718	78.37
1987	female	1	0.00046	0.00183	1.61	99091	181	395928	7737556	78.09
1987	female	5	0.0002	0.00098	2.39	98909	97	494294	7341628	74.23
1987	female	10	0.00019	0.00094	2.8	98813	93	493859	6847334	69.3
1987	female	15	0.00048	0.00238	2.67	98720	235	493053	6353475	64.36
1987	female	20	0.00054	0.00272	2.54	98485	268	491768	5860422	59.51
1987	female	25	0.00065	0.00325	2.57	98218	319	490312	5368654	54.66
1987	female	30	0.00084	0.00421	2.61	97898	412	488504	4878342	49.83
1987	female	35	0.00115	0.00573	2.64	97486	559	486109	4389838	45.03
1987	female	40	0.0017	0.00845	2.68	96927	819	482733	3903728	40.27
1987	female	45	0.00279	0.01388	2.69	96108	1334	477456	3420995	35.6
1987	female	50	0.00458	0.02265	2.69	94774	2147	468902	2943539	31.06
1987	female	55	0.00704	0.03461	2.67	92627	3206	455650	2474637	26.72
1987	female	60	0.01109	0.05405	2.64	89421	4833	435688	2018987	22.58
1987	female	65	0.01666	0.08013	2.62	84588	6778	406797	1583299	18.72
1987	female	70	0.02569	0.12111	2.63	77810	9423	366741	1176501	15.12
1987	female	75	0.04	0.18255	2.61	68387	12484	312100	809760	11.84
1987	female	80	0.06693	0.28783	2.57	55903	16091	240417	497660	8.9
1987	female	85	0.1132	0.44024	2.48	39812	17527	154830	257243	6.46
1987	female	90	0.18494	0.61823	2.32	22285	13778	74497	102413	4.6
1987	female	95	0.28239	0.77491	2.09	8508	6593	23347	27917	3.28
1987	female	100	0.40676	0.88706	1.82	1915	1699	4176	4570	2.39
1987	female	105	0.54461	0.94774	1.56	216	205	376	394	1.82
1987	female	110	0.65683	1	1.52	11	11	17	17	1.52
1988	female	0	0.00918	0.0091	0.08	100000	910	99161	7832088	78.32
1988	female	1	0.00045	0.00181	1.59	99090	180	395926	7732926	78.04
1988	female	5	0.00021	0.00103	2.4	98910	102	494285	7337000	74.18
1988	female	10	0.00021	0.00103	2.75	98808	102	493812	6842716	69.25
1988	female	15	0.00048	0.00239	2.69	98706	236	492986	6348904	64.32
1988	female	20	0.00055	0.00272	2.54	98470	268	491693	5855918	59.47
1988	female	25	0.00066	0.0033	2.58	98202	324	490226	5364226	54.62
1988	female	30	0.00084	0.00419	2.59	97878	410	488405	4874000	49.8
1988	female	35	0.00117	0.00582	2.62	97468	567	485993	4385595	45
1988	female	40	0.0017	0.00846	2.68	96901	820	482603	3899602	40.24
1988	female	45	0.00278	0.0138	2.71	96081	1326	477373	3416999	35.56
1988	female	50	0.00449	0.02224	2.69	94756	2108	468901	2939626	31.02
1988	female	55	0.00714	0.03511	2.64	92648	3252	455568	2470725	26.67
1988	female	60	0.01108	0.05401	2.64	89395	4828	435597	2015157	22.54
1988	female	65	0.01657	0.0797	2.63	84567	6740	406843	1579560	18.68
1988	female	70	0.02565	0.12093	2.64	77827	9412	366963	1172717	15.07
1988	female	75	0.04003	0.18265	2.61	68416	12496	312181	805754	11.78
1988	female	80	0.06788	0.29142	2.58	55919	16296	240085	493573	8.83
1988	female	85	0.11475	0.44537	2.49	39623	17647	153788	253488	6.4
1988	female	90	0.18782	0.62387	2.31	21976	13710	72996	99700	4.54
1988	female	95	0.28756	0.78136	2.08	8266	6459	22460	26704	3.23
1988	female	100	0.41393	0.89161	1.81	1807	1611	3893	4244	2.35
1988	female	105	0.5531	0.95023	1.55	196	186	337	351	1.79
1988	female	110	0.66576	1	1.5	10	10	15	15	1.5
1989	female	0	0.00915	0.00908	0.08	100000	908	99164	7859181	78.59
1989	female	1	0.00044	0.00178	1.56	99092	176	395941	7760017	78.31
1989	female	5	0.00021	0.00103	2.35	98917	102	494313	7364076	74.45
1989	female	10	0.00021	0.00103	2.7	98815	102	493839	6869763	69.52
1989	female	15	0.00048	0.00242	2.61	98713	239	492991	6375924	64.59
1989	female	20	0.00053	0.00264	2.54	98474	260	491729	5882933	59.74
1989	female	25	0.00065	0.00325	2.57	98214	320	490290	5391204	54.89
1989	female	30	0.00086	0.00431	2.63	97894	421	488473	4900913	50.06
1989	female	35	0.00114	0.00566	2.6	97473	552	486040	4412440	45.27
1989	female	40	0.0017	0.00846	2.67	96921	820	482691	3926400	40.51
1989	female	45	0.00267	0.01329	2.68	96101	1277	477545	3443709	35.83
1989	female	50	0.00439	0.02173	2.67	94824	2061	469324	2966164	31.28
1989	female	55	0.00696	0.03422	2.68	92763	3175	456445	2496840	26.92
1989	female	60	0.01078	0.05258	2.65	89589	4711	436894	2040395	22.78
1989	female	65	0.01626	0.0783	2.64	84878	6646	408709	1603501	18.89
1989	female	70	0.02506	0.11831	2.64	78232	9255	369308	1194792	15.27
1989	female	75	0.03937	0.1799	2.61	68977	12409	315183	825484	11.97
1989	female	80	0.06566	0.28337	2.59	56568	16030	244132	510301	9.02
1989	female	85	0.11024	0.43209	2.5	40538	17516	158886	266169	6.57
1989	female	90	0.18097	0.60976	2.33	23022	14038	77571	107283	4.66
1989	female	95	0.27962	0.77161	2.1	8984	6932	24791	29711	3.31
1989	female	100	0.40451	0.88575	1.83	2052	1817	4493	4921	2.4
1989	female	105	0.54337	0.94745	1.56	234	222	409	428	1.82
1989	female	110	0.65652	1	1.52	12	12	19	19	1.52
1990	female	0	0.0085	0.00843	0.08	100000	843	99222	7887571	78.88
1990	female	1	0.00041	0.00162	1.58	99157	161	396239	7788349	78.55
1990	female	5	0.00019	0.00092	2.34	98996	92	494738	7392110	74.67
1990	female	10	0.0002	0.001	2.79	98905	99	494305	6897372	69.74
1990	female	15	0.00047	0.00233	2.63	98806	230	493483	6403067	64.8
1990	female	20	0.00051	0.00256	2.57	98575	252	492264	5909584	59.95
1990	female	25	0.00064	0.0032	2.58	98323	315	490854	5417320	55.1
1990	female	30	0.00084	0.00419	2.62	98008	410	489065	4926466	50.27
1990	female	35	0.00114	0.00571	2.62	97598	557	486664	4437402	45.47
1990	female	40	0.00162	0.00808	2.65	97041	784	483366	3950737	40.71
1990	female	45	0.00267	0.01328	2.68	96257	1279	478313	3467372	36.02
1990	female	50	0.00431	0.02132	2.67	94978	2025	470166	2989058	31.47
1990	female	55	0.00682	0.03357	2.64	92953	3120	457410	2518892	27.1
1990	female	60	0.01066	0.052	2.64	89832	4671	438145	2061483	22.95
1990	female	65	0.01604	0.07726	2.62	85161	6579	410118	1623338	19.06
1990	female	70	0.02457	0.11606	2.62	78582	9120	371219	1213220	15.44
1990	female	75	0.03844	0.17598	2.6	69462	12224	317990	842001	12.12
1990	female	80	0.06394	0.27691	2.58	57238	15850	247880	524010	9.15
1990	female	85	0.10747	0.42329	2.49	41388	17519	163016	276130	6.67
1990	female	90	0.17733	0.60178	2.33	23869	14364	80999	113114	4.74
1990	female	95	0.27262	0.76253	2.11	9505	7248	26587	32115	3.38
1990	female	100	0.3953	0.87963	1.85	2257	1986	5023	5528	2.45
1990	female	105	0.5329	0.94422	1.58	272	257	481	505	1.86
1990	female	110	0.64578	1	1.55	15	15	23	23	1.55
1991	female	0	0.00805	0.00799	0.08	100000	799	99261	7900832	79.01
1991	female	1	0.00042	0.00169	1.56	99201	168	396395	7801571	78.64
1991	female	5	0.00018	0.00092	2.38	99033	91	494927	7405176	74.77
1991	female	10	0.00018	0.00091	2.73	98942	90	494507	6910249	69.84
1991	female	15	0.00047	0.00234	2.68	98852	231	493726	6415742	64.9
1991	female	20	0.00052	0.00262	2.53	98621	258	492468	5922017	60.05
1991	female	25	0.00062	0.00311	2.58	98363	306	491073	5429549	55.2
1991	female	30	0.00084	0.00421	2.6	98057	413	489291	4938476	50.36
1991	female	35	0.00116	0.0058	2.62	97643	566	486872	4449185	45.57
1991	female	40	0.00166	0.00826	2.67	97077	802	483515	3962313	40.82
1991	female	45	0.00263	0.01308	2.69	96275	1260	478467	3478798	36.13
1991	female	50	0.00424	0.02097	2.65	95016	1993	470404	3000331	31.58
1991	female	55	0.00684	0.03365	2.67	93023	3130	457826	2529927	27.2
1991	female	60	0.01051	0.05128	2.64	89893	4609	438606	2072102	23.05
1991	female	65	0.01591	0.07664	2.63	85284	6536	410907	1633496	19.15
1991	female	70	0.02444	0.11554	2.64	78748	9099	372227	1222589	15.53
1991	female	75	0.03781	0.17334	2.6	69649	12073	319315	850362	12.21
1991	female	80	0.06291	0.27301	2.58	57576	15719	249870	531046	9.22
1991	female	85	0.1058	0.41826	2.5	41857	17507	165483	281176	6.72
1991	female	90	0.17669	0.60086	2.34	24350	14631	82806	115693	4.75
1991	female	95	0.27198	0.76185	2.11	9719	7404	27225	32887	3.38
1991	female	100	0.39571	0.88004	1.85	2315	2037	5148	5662	2.45
1991	female	105	0.53457	0.94482	1.58	278	262	491	514	1.85
1991	female	110	0.64841	1	1.54	15	15	24	24	1.54
1992	female	0	0.00779	0.00774	0.07	100000	774	99284	7922747	79.23
1992	female	1	0.00039	0.00154	1.56	99226	153	396531	7823462	78.84
1992	female	5	0.00017	0.00084	2.31	99073	83	495143	7426931	74.96
1992	female	10	0.00018	0.00091	2.81	98990	90	494754	6931788	70.02
1992	female	15	0.00044	0.00218	2.61	98900	216	493987	6437034	65.09
1992	female	20	0.0005	0.00248	2.55	98685	245	492824	5943047	60.22
1992	female	25	0.00061	0.00307	2.58	98440	302	491469	5450224	55.37
1992	female	30	0.00083	0.00413	2.65	98138	406	489733	4958755	50.53
1992	female	35	0.00117	0.00584	2.63	97732	570	487308	4469022	45.73
1992	female	40	0.00166	0.00828	2.63	97161	804	483905	3981715	40.98
1992	female	45	0.00258	0.01281	2.69	96357	1235	478930	3497810	36.3
1992	female	50	0.00415	0.02057	2.68	95123	1956	471075	3018880	31.74
1992	female	55	0.00667	0.03286	2.69	93166	3061	458746	2547805	27.35
1992	female	60	0.01032	0.05038	2.65	90105	4539	439841	2089059	23.18
1992	female	65	0.01574	0.07588	2.64	85566	6493	412483	1649218	19.27
1992	female	70	0.02434	0.11505	2.63	79073	9098	373811	1236735	15.64
1992	female	75	0.03723	0.17087	2.6	69975	11956	321170	862924	12.33
1992	female	80	0.06172	0.26873	2.6	58019	15591	252597	541753	9.34
